,windspeed,airtemperature,relativehumidity,year,month,day,hour,minute,Seeing
5183,17.884249999999998,9.225793,1.600715,2020,2,5,23,50,-0.05801319082243204
5184,17.91867,8.912057,2.749888,2020,2,6,0,0,-0.11652059757266434
5185,21.17181,8.832273,2.029304,2020,2,6,0,10,0.009629953387525987
5186,25.052131313131312,9.133992,1.3124561,2020,2,6,0,20,-0.02187276856077906
5187,26.58818,9.439284,0.6194414,2020,2,6,0,30,0.00033523791913610507
5188,22.016631000000004,9.54627,0.6135206,2020,2,6,0,40,0.06919128317459966
5189,18.172552,9.40998,0.94120437,2020,2,6,0,50,0.04670395593608958
5190,20.292640000000002,9.290598,1.3727499,2020,2,6,1,0,0.04416885810701161
5191,22.475369999999998,9.161872,2.297191,2020,2,6,1,10,0.10392536867981582
5192,22.71581,9.140947,2.946427,2020,2,6,1,20,0.04659728537678226
5193,23.86413,8.967777,3.2396939,2020,2,6,1,30,0.0900844281053099
5194,24.753690000000002,8.876358,3.4530108,2020,2,6,1,40,0.06858729905749297
5195,28.00473,9.201062,2.628981,2020,2,6,1,50,0.026893918210943817
5196,27.63645,9.5766115,1.815132,2020,2,6,2,0,0.02249220207014811
5197,30.11573,9.5240555,1.83296,2020,2,6,2,10,0.2424754796137017
5198,27.51821,9.428587,1.738846,2020,2,6,2,20,-0.01724789340955328
5199,22.66629,9.410406,1.4136411,2020,2,6,2,30,0.17376544963750623
5200,22.85803,9.559522,1.1453434,2020,2,6,2,40,-0.022552404470511603
5201,24.252860000000002,9.586553,1.50142,2020,2,6,2,50,0.0303351997960731
5202,25.19244,9.780897,2.1529691,2020,2,6,3,0,-0.01605764849131058
5203,27.26772,9.954527,5.9619875,2020,2,6,3,10,-0.12289904130093897
5204,25.764609999999998,9.8572,5.4361687,2020,2,6,3,20,-0.22501294460036442
5205,23.600970000000004,9.814221,11.58397,2020,2,6,3,30,-0.5265963899487998
5206,21.1092,9.689093,26.633821,2020,2,6,3,40,-0.4570183046884165
5207,17.962066,9.4911,30.24265,2020,2,6,3,50,-0.38373527332594487
5208,16.93851,9.44006,34.56333,2020,2,6,4,0,-0.38251863893840515
5209,19.44555,9.401666,33.28836,2020,2,6,4,10,-0.5234693220688196
5210,19.69475,9.438732,31.48457,2020,2,6,4,20,-0.39733063576143696
5211,19.719939999999998,9.293412,31.95343,2020,2,6,4,30,-0.356086881587178
5212,20.45779,9.26466,31.496231,2020,2,6,4,40,-0.35035879839434664
5213,23.25752,9.204792,33.86723,2020,2,6,4,50,-0.3658259304871536
5214,24.97585,9.368715,38.14008,2020,2,6,5,0,-0.236407601770807
5215,26.09985,9.482488,40.84813,2020,2,6,5,10,-0.11508740742307916
5216,25.305010000000003,9.380248,41.21936,2020,2,6,5,20,-0.09476973763421252
5217,21.6109,9.272163,42.931118,2020,2,6,5,30,-0.25276548054822073
5218,22.6814,9.186964,44.96103,2020,2,6,5,40,-0.3367157956910799
5219,22.436210000000003,9.075456,45.2252,2020,2,6,5,50,-0.5962767212987322
5220,21.374000000000002,8.946542,44.83944,2020,2,6,6,0,-0.6639882298074629
5221,21.77661,8.928614,44.330708,2020,2,6,6,10,-0.7380584069568888
5222,22.38403,8.872627,47.07059,2020,2,6,6,20,-0.9536032667581349
5223,18.97818,8.776996,48.3573,2020,2,6,6,30,-0.5856759528464077
5224,21.0383,8.758842,48.22653,2020,2,6,6,40,-0.5617165223454093
5225,18.565530000000003,8.779797,47.509502,2020,2,6,6,50,-0.5344555658965574
5226,20.070001,8.896252,50.901413,2020,2,6,7,0,-0.48191428027157057
5303,14.96153,7.5142684,65.49827,2020,2,6,19,50,-0.35596091320507534
5304,14.218441,7.529227,64.71764,2020,2,6,20,0,-0.3872691629916826
5305,14.683598,7.585848,58.93607,2020,2,6,20,10,-0.33182438795680214
5306,16.91328,7.5703335,57.471107,2020,2,6,20,20,-0.26613548423312194
5307,17.98952,7.557022,52.221222,2020,2,6,20,30,-0.1433203247384621
5308,15.651959999999999,7.5793514,57.79154,2020,2,6,20,40,-0.46236231039208164
5309,14.45278,7.539669,62.496994,2020,2,6,20,50,-0.5180439207937777
5310,11.722697,7.6088457,59.26829,2020,2,6,21,0,-0.44344188938325446
5311,12.716434653465345,7.6723185,60.982494,2020,2,6,21,10,-0.44797971075228155
5312,11.1631101010101,7.5038543,67.23773,2020,2,6,21,20,-0.3648680800674408
5313,8.300003960396038,7.5035405,67.96097,2020,2,6,21,30,-0.33992525024030057
5314,9.495475,7.5817966,62.80523,2020,2,6,21,40,-0.2990642514398165
5315,10.676711000000001,7.5094647,65.834816,2020,2,6,21,50,-0.35094350092271953
5316,9.043358000000001,7.43203,68.068924,2020,2,6,22,0,-0.4306652759535033
5317,10.400637999999999,7.359628,67.79791,2020,2,6,22,10,-0.27759030888499037
5318,10.63454,7.273095,68.49558,2020,2,6,22,20,-0.19609360464278577
5319,11.120534,7.2070503,68.91784,2020,2,6,22,30,-0.2507950826447198
5320,8.518168000000001,7.309813,68.15694,2020,2,6,22,40,-0.29445495673920963
5321,9.043731000000001,7.3727,67.57391,2020,2,6,22,50,-0.33948426823750943
5322,10.90142,7.3549843,66.60246,2020,2,6,23,0,-0.516238394563078
5323,10.763625,7.2813873,66.39444,2020,2,6,23,10,-0.5415982015508137
5324,12.017506000000001,7.2313423,65.91264,2020,2,6,23,20,-0.3274098945552309
5325,11.4536,7.1341686,65.40359,2020,2,6,23,30,-0.3500304012200638
5326,13.248783000000001,6.971551,66.63583,2020,2,6,23,40,-0.4325673126112681
5327,12.991012000000001,6.923786,68.1191,2020,2,6,23,50,-0.3104330418401342
5328,12.58099,6.821043,67.66311,2020,2,7,0,0,-0.18789707112714027
5330,15.179299,6.782979,65.56652,2020,2,7,0,20,-0.013009254593639958
5331,16.061980000000002,6.817285,63.890297,2020,2,7,0,30,0.06225650755938054
5332,16.762,6.7507973,60.67315,2020,2,7,0,40,-0.10276258601174695
5333,15.521939999999999,6.813777,56.16389,2020,2,7,0,50,0.037573429524483684
5334,17.59935,6.883689,53.694878,2020,2,7,1,0,0.08317805881236472
5335,16.261490000000002,6.828363,54.66028,2020,2,7,1,10,-0.0184455485442375
5336,15.145389999999999,6.7904162,55.35841,2020,2,7,1,20,0.09578600241166804
5337,14.653197,6.758059,53.616108,2020,2,7,1,30,0.25524668680851115
5338,12.882693,6.757524,54.68458,2020,2,7,1,40,0.13498327930325404
5339,14.437570000000001,6.819216,53.33862,2020,2,7,1,50,-0.16540891463364532
5340,10.884047,6.825622,54.47255,2020,2,7,2,0,-0.046709389307251874
5341,14.453637,6.6555343,52.97979,2020,2,7,2,10,0.36855294389035054
5342,11.831421,6.360482,58.1079,2020,2,7,2,20,0.1424539677949335
5343,11.544820999999999,6.0142903,60.95459,2020,2,7,2,30,0.2290946969557878
5344,11.191422,6.190936,58.29518,2020,2,7,2,40,0.16092766410628212
5345,10.711455,6.556283,56.53206,2020,2,7,2,50,0.1494916290001034
5346,10.022363,6.643232,58.471783,2020,2,7,3,0,0.18054547068245286
5347,9.341028999999999,6.557628,59.49252,2020,2,7,3,10,0.11392199665796715
5348,6.8033339999999995,6.504028,60.08629,2020,2,7,3,20,0.19619545585715878
5349,8.256002,6.556795,59.86458,2020,2,7,3,30,0.13375930782635034
5350,10.708278,6.832956,62.78657,2020,2,7,3,40,0.11617651713810566
5351,11.002804000000001,7.0789223,65.84669,2020,2,7,3,50,0.14944857079078014
5352,9.766278999999999,7.0520787,65.98686,2020,2,7,4,0,0.09473247285684433
5353,11.231827000000001,6.9513645,66.13113,2020,2,7,4,10,0.12239460821360598
5354,12.723512000000001,6.8466825,67.883446,2020,2,7,4,20,-0.11595720350282476
5355,11.239678,6.805165,68.94088,2020,2,7,4,30,-0.36511381258459685
5356,11.495755999999998,6.791684,70.041565,2020,2,7,4,40,0.1804472523626927
5357,8.248938,6.919701,67.45986,2020,2,7,4,50,-0.03820287838170476
5358,9.358936,6.912196,68.63426,2020,2,7,5,0,-0.35450922357809467
5359,9.944973,6.9672246,62.90956,2020,2,7,5,10,0.05112916327171692
5360,9.991075,7.321662,57.424637,2020,2,7,5,20,-0.15184408280941292
5361,11.360099,7.2474,58.58309,2020,2,7,5,30,-0.2731219211204512
5362,12.264887000000002,7.3186574,60.31221,2020,2,7,5,40,-0.4246299388398209
5363,13.43622,7.1321507,62.17194,2020,2,7,5,50,-0.6637825719300413
5364,15.51237,7.2808948,60.56188,2020,2,7,6,0,-0.38550624301774444
5365,14.94235,7.479061,54.6987,2020,2,7,6,10,-0.2916305983709586
5366,13.320984000000001,7.5257483,53.35437,2020,2,7,6,20,-0.25364824194363084
5367,10.812313,7.556781,52.69426,2020,2,7,6,30,-0.08555788836164654
5448,25.200590000000002,7.012693,14.70308,2020,2,7,20,0,-0.12069978523778481
5449,22.970489999999998,6.964122,14.89117,2020,2,7,20,10,0.02661758790426997
5450,22.74659,7.061234,14.352309,2020,2,7,20,20,-0.01737956528343433
5451,22.33009,7.077104,14.49396,2020,2,7,20,30,-0.10008686413553684
5452,25.84195,7.099993,14.276429,2020,2,7,20,40,-0.04053557720827642
5453,26.94725,7.1712737,14.15166,2020,2,7,20,50,-0.10696056047918931
5454,27.22418,7.230297,13.736639,2020,2,7,21,0,-0.1452638146610089
5455,27.25029,7.141496,13.702061,2020,2,7,21,10,-0.1226064141723162
5456,25.38192,7.010749,14.62142,2020,2,7,21,20,-0.32674907192941854
5457,25.37839,6.995982,13.99187,2020,2,7,21,30,-0.25006898567922187
5458,25.256700000000002,7.316298,12.53413,2020,2,7,21,40,-0.27567115978564544
5459,24.82625,7.723463,11.34959,2020,2,7,21,50,-0.35102705777066967
5460,26.600740000000002,7.861457,10.935821,2020,2,7,22,0,-0.3495741638351809
5461,27.19643,7.92366,10.75966,2020,2,7,22,10,-0.32789967449057533
5462,25.708070000000003,7.749412,11.22773,2020,2,7,22,20,-0.39719061283245366
5463,23.33455,7.591321,11.45676,2020,2,7,22,30,-0.5476523420679655
5464,19.49476,7.579804,11.4146805,2020,2,7,22,40,-0.4683391329356919
5465,19.073050000000002,7.41123,11.792629,2020,2,7,22,50,-0.4332021296239173
5466,21.06395,7.498249,11.27043,2020,2,7,23,0,-0.21951777943529865
5467,20.03488,7.3855605,11.595539,2020,2,7,23,10,-0.4726070151158504
5468,18.341269999999998,7.228055,11.902419,2020,2,7,23,20,-0.3978996806131482
5469,18.04995,7.3236823,11.792469,2020,2,7,23,30,-0.1732195763696948
5470,20.34832,7.4093685,11.54559,2020,2,7,23,40,-0.19381321606017957
5471,18.8382,7.975471,9.76376,2020,2,7,23,50,-0.22179152453799228
5472,17.864649999999997,8.309272,6.023999,2020,2,8,0,0,0.040978217610910174
5473,18.023320000000002,8.439282,5.500927,2020,2,8,0,10,0.03782550953998023
5474,20.44867,8.514529,5.491407,2020,2,8,0,20,0.029376746835513168
5475,21.780070000000002,8.61549,5.073866,2020,2,8,0,30,-0.0373049024323216
5476,20.860889999999998,8.600601,4.847238,2020,2,8,0,40,-0.060243444473749644
5477,19.55127,8.586558,4.7138157,2020,2,8,0,50,-0.13067832364211612
5478,15.970186000000002,8.6852,4.106576,2020,2,8,1,0,-0.1400466887939255
5479,14.26364,9.015455,5.378126,2020,2,8,1,10,-0.10858794041689919
5480,15.353296,9.090109,5.9949465,2020,2,8,1,20,-0.0702921846165431
5481,13.81705,8.926149,4.313059,2020,2,8,1,30,-0.16590180761295725
5482,13.115767,8.936547,4.688789,2020,2,8,1,40,-0.16183942185330333
5483,12.02795,8.892592,3.944531,2020,2,8,1,50,-0.02490763570618478
5484,15.715867000000001,8.6021805,3.9863448,2020,2,8,2,0,-0.17986172751330815
5485,16.2285,8.502198,4.511487,2020,2,8,2,10,-0.10846336373159252
5486,16.6859,8.370975,4.841568,2020,2,8,2,20,0.05918968274902772
5487,15.424090000000001,8.31982,5.014299,2020,2,8,2,30,-0.08861908577339267
5488,13.94578,8.281319,5.247812,2020,2,8,2,40,-0.05508996631796013
5489,14.68281,8.317257,4.773749,2020,2,8,2,50,0.23030373823734768
5490,19.37295,8.488956,4.971512,2020,2,8,3,0,0.009804717456478243
5491,18.66773,8.173106,7.098401,2020,2,8,3,10,-0.2501747418358395
5492,19.45512,8.16291,7.2854652,2020,2,8,3,20,-0.6144991100993175
5493,19.6104,8.010326,7.5850344,2020,2,8,3,30,-0.5261184355843421
5494,18.77682,7.894178,8.163405,2020,2,8,3,40,-0.4328393277007156
5495,18.8169,7.8172107,7.632461,2020,2,8,3,50,-0.10066567135361862
5496,20.475250000000003,7.770332,7.9618707,2020,2,8,4,0,-0.19582836441993642
5497,19.09729,7.666828,8.087658,2020,2,8,4,10,-0.13248704019123192
5498,18.16988,7.731391,7.8635993,2020,2,8,4,20,-0.2061996776433859
5499,18.62555,7.567935,8.494816,2020,2,8,4,30,-0.11806837047813921
5500,22.47797,7.472595,8.974803,2020,2,8,4,40,-0.238481161651231
5501,17.130317,7.205272,9.531811,2020,2,8,4,50,-0.23390715395971967
5502,21.55756,7.158824,9.690792,2020,2,8,5,0,-0.22638490995700453
5503,24.82191,7.3373523,9.043739,2020,2,8,5,10,-0.08587832929110374
5504,25.21981,7.537787,7.8314342,2020,2,8,5,20,-0.1714444569216786
5505,25.57765,7.625677,6.414137,2020,2,8,5,30,0.015560655529796914
5506,20.411739999999998,7.491774,6.9958034,2020,2,8,5,40,0.1158779541666005
5507,18.725225000000002,7.371112,7.7039866,2020,2,8,5,50,0.15098769968208986
5508,15.401104,7.3907013,6.610487,2020,2,8,6,0,0.3342512847374613
5509,14.748507,7.53584,5.749579,2020,2,8,6,10,0.4089294706388879
5510,17.148626,7.86945,5.521311,2020,2,8,6,20,0.44786327158596184
5511,20.587020000000003,8.117563,5.239387,2020,2,8,6,30,0.28174092934841266
5512,22.614079999999998,8.25246,5.229562,2020,2,8,6,40,0.16468923933733512
5513,22.3867,8.524903,4.936048,2020,2,8,6,50,0.09018342405797913
5589,22.83397,6.739895,53.60245,2020,2,8,19,30,-0.28004464532256956
5590,23.05792,6.635127,54.53795,2020,2,8,19,40,-0.25343600496508856
5591,25.033640000000002,6.5233917,55.331688,2020,2,8,19,50,-0.2937080352886096
5592,24.572734999999998,6.445858,54.62538,2020,2,8,20,0,-0.33971248054616515
5594,26.60287,6.247515,58.6782,2020,2,8,20,20,-0.22874252971469144
5595,25.45674,6.2001696,61.40261,2020,2,8,20,30,-0.30397885241871553
5596,27.58767,6.2289033,64.43285,2020,2,8,20,40,-0.352942422672744
5597,27.96909,6.1876674,65.10576,2020,2,8,20,50,-0.5104335437766511
5598,28.69737,6.144411,66.36422,2020,2,8,21,0,-0.4345438256088319
5599,31.00924,6.102716,67.67492,2020,2,8,21,10,-0.23580936262444815
5600,31.495749999999997,6.011641,68.49277,2020,2,8,21,20,-0.5166661760461159
5601,34.14678,5.97987,69.295876,2020,2,8,21,30,-0.5048825346437547
5602,37.0947,5.918337,70.0491,2020,2,8,21,40,-0.3475902842844746
5603,38.06442,5.7566667,71.1328,2020,2,8,21,50,-0.1510144265444396
5604,36.320244897959185,5.608222,72.35864,2020,2,8,22,0,-0.03127635331136514
5605,34.76841176470588,5.529188,73.06147,2020,2,8,22,10,-0.45081120987504136
5737,18.908261,6.560381,54.26227,2020,2,9,20,10,-0.11209424753891507
5738,21.431361000000003,6.4602633,54.229668,2020,2,9,20,20,-0.12766627317212456
5739,21.48701,6.3808727,55.962902,2020,2,9,20,30,-0.43151621656574696
5740,20.640483,6.203199,56.93313,2020,2,9,20,40,-0.4689741593317743
5741,21.999616,6.053001,57.73973,2020,2,9,20,50,-0.4140392613283032
5742,19.381285000000002,5.9964223,58.904484,2020,2,9,21,0,-0.3592833849818479
5743,18.576873,5.955813,59.89003,2020,2,9,21,10,-0.4716426187142996
5744,19.066486,5.843641,61.855,2020,2,9,21,20,-0.2873213532050663
5745,15.84814,5.739873,63.93424,2020,2,9,21,30,-0.25220137612472926
5746,15.452022999999999,5.670535,65.05703,2020,2,9,21,40,-0.15386444628618315
5747,17.853829,5.721381,62.979248,2020,2,9,21,50,0.10022322469960429
5748,19.534277,5.8565083,59.20251,2020,2,9,22,0,-0.21364417078014875
5749,19.544743,5.961861,58.494553,2020,2,9,22,10,-0.08754106270288725
5750,19.706966,6.0707507,56.35002,2020,2,9,22,20,-0.14714975340615863
5751,21.679264,6.082541,55.37437,2020,2,9,22,30,-0.1422686108569452
5752,23.251033000000003,6.2238374,55.05439,2020,2,9,22,40,-0.1041390397411454
5753,20.508788,6.20523,54.75138,2020,2,9,22,50,-0.2944974009953485
5754,23.049763,6.306814,53.96767,2020,2,9,23,0,-0.2662685429198753
5766,23.715277999999998,4.743596,75.6212,2020,2,10,1,0,0.5103655179335341
5774,33.00356,5.044022,76.33684,2020,2,10,2,20,1.1963588919202515
5775,29.8034,5.2758894,75.54747,2020,2,10,2,30,0.9156505269867319
5874,6.319399,7.4423323,51.76716,2020,2,10,19,0,-0.14652979269589714
5875,6.724190999999999,6.9901867,61.58055,2020,2,10,19,10,-0.20215938470966877
5876,7.120296,6.937265,54.529293,2020,2,10,19,20,-0.3692069237093044
5877,7.752508000000001,6.977967,54.85018,2020,2,10,19,30,-0.43311141680250476
5878,6.912457,6.888366,55.444057,2020,2,10,19,40,-0.4103556186125781
5879,8.432391,6.9840117,46.83653,2020,2,10,19,50,-0.4094543043816921
5880,9.515894,7.0495143,41.81831,2020,2,10,20,0,-0.25370130822722187
5881,8.581156,7.0901036,35.24604,2020,2,10,20,10,-0.24186925869685638
5882,7.681201,6.8931513,38.52272,2020,2,10,20,20,-0.116335554351327
5883,6.052878,6.9580183,33.3968,2020,2,10,20,30,-0.12615696996984962
5884,7.035074,7.3790526,25.38676,2020,2,10,20,40,-0.17765715791807543
5885,6.800720999999999,7.301225,27.313059,2020,2,10,20,50,-0.1677595282351773
5886,5.85502,7.160514,27.81437,2020,2,10,21,0,-0.3703103420337889
5887,6.1176509999999995,7.314488,25.00306,2020,2,10,21,10,-0.3709784335326329
5888,4.9206372,7.4646697,23.747438,2020,2,10,21,20,-0.49959480848199733
